Vid,Cid,RepliesToId,Comments,uniqueId,videoWebUrl,clean_comments,tokens,tokens_no_stopwords,lemmatized,final_text
,7367384612639245087,,Thanks for sharing! When the cannabis is already in your system before then it usually don’t suddenly cause a blood level change compared to if you’re stable then start smoking.,,,thanks for sharing when the cannabis is already in your system before then it usually dont suddenly cause a blood level change compared to if youre stable then start smoking,"['thanks', 'for', 'sharing', 'when', 'the', 'cannabis', 'is', 'already', 'in', 'your', 'system', 'before', 'then', 'it', 'usually', 'dont', 'suddenly', 'cause', 'a', 'blood', 'level', 'change', 'compared', 'to', 'if', 'youre', 'stable', 'then', 'start', 'smoking']","['thanks', 'sharing', 'cannabis', 'already', 'system', 'usually', 'dont', 'suddenly', 'cause', 'blood', 'level', 'change', 'compared', 'youre', 'stable', 'start', 'smoking']","['thanks', 'sharing', 'cannabis', 'already', 'system', 'usually', 'dont', 'suddenly', 'cause', 'blood', 'level', 'change', 'compared', 'youre', 'stable', 'start', 'smoking']",thanks sharing cannabis already system usually dont suddenly cause blood level change compared youre stable start smoking
,7367159010922054443,,Psych NP here! Thank you for this 👌,,,psych np here thank you for this,"['psych', 'np', 'here', 'thank', 'you', 'for', 'this']","['psych', 'np', 'thank']","['psych', 'np', 'thank']",psych np thank
,7367172847062401823,,My pleasure!,,,my pleasure,"['my', 'pleasure']",['pleasure'],['pleasure'],pleasure
,7367524654511178539,,Effexor and daily cana user. THC/CBD strains. Haven’t had any issues. Working towards weening off the Effexor this year.,,,effexor and daily cana user thccbd strains havent had any issues working towards weening off the effexor this year,"['effexor', 'and', 'daily', 'cana', 'user', 'thccbd', 'strains', 'havent', 'had', 'any', 'issues', 'working', 'towards', 'weening', 'off', 'the', 'effexor', 'this', 'year']","['effexor', 'daily', 'cana', 'user', 'thccbd', 'strains', 'havent', 'issues', 'working', 'towards', 'weening', 'effexor', 'year']","['effexor', 'daily', 'cana', 'user', 'thccbd', 'strain', 'havent', 'issue', 'working', 'towards', 'weening', 'effexor', 'year']",effexor daily cana user thccbd strain havent issue working towards weening effexor year
,7383812566940549918,,Wishing you the best with tapering off! Thanks for sharing!,,,wishing you the best with tapering off thanks for sharing,"['wishing', 'you', 'the', 'best', 'with', 'tapering', 'off', 'thanks', 'for', 'sharing']","['wishing', 'best', 'tapering', 'thanks', 'sharing']","['wishing', 'best', 'tapering', 'thanks', 'sharing']",wishing best tapering thanks sharing
,7358641263555380010,,"Can someone send me to an island? You know, for research?",,,can someone send me to an island you know for research,"['can', 'someone', 'send', 'me', 'to', 'an', 'island', 'you', 'know', 'for', 'research']","['someone', 'send', 'island', 'know', 'research']","['someone', 'send', 'island', 'know', 'research']",someone send island know research
,7387491594422731552,,What is the difference between depression and clinical depression,,,what is the difference between depression and clinical depression,"['what', 'is', 'the', 'difference', 'between', 'depression', 'and', 'clinical', 'depression']","['difference', 'depression', 'clinical', 'depression']","['difference', 'depression', 'clinical', 'depression']",difference depression clinical depression
,7363743136714523423,,What a helpful comparison. Thank you!,,,what a helpful comparison thank you,"['what', 'a', 'helpful', 'comparison', 'thank', 'you']","['helpful', 'comparison', 'thank']","['helpful', 'comparison', 'thank']",helpful comparison thank
,7363817757509665579,,I guess we’ll find out when I’m in Maui.,,,i guess well find out when im in maui,"['i', 'guess', 'well', 'find', 'out', 'when', 'im', 'in', 'maui']","['guess', 'well', 'find', 'im', 'maui']","['guess', 'well', 'find', 'im', 'maui']",guess well find im maui
,7360581802010641183,,Good info 😁,,,good info,"['good', 'info']","['good', 'info']","['good', 'info']",good info
,7365856206713602822,,See you guys in Maui then???,,,see you guys in maui then,"['see', 'you', 'guys', 'in', 'maui', 'then']","['see', 'guys', 'maui']","['see', 'guy', 'maui']",see guy maui
,7373670606560330501,,So I’m burnt out,,,so im burnt out,"['so', 'im', 'burnt', 'out']","['im', 'burnt']","['im', 'burnt']",im burnt
,7368180305729192747,,"Ty for this. I’ve had ppl w/ victim mindsets claim to have depression, while telling me, someone who actually has depression, that I need to put in the effort to just go outside so I can “cheer up.”",,,ty for this ive had ppl w victim mindsets claim to have depression while telling me someone who actually has depression that i need to put in the effort to just go outside so i can cheer up,"['ty', 'for', 'this', 'ive', 'had', 'ppl', 'w', 'victim', 'mindsets', 'claim', 'to', 'have', 'depression', 'while', 'telling', 'me', 'someone', 'who', 'actually', 'has', 'depression', 'that', 'i', 'need', 'to', 'put', 'in', 'the', 'effort', 'to', 'just', 'go', 'outside', 'so', 'i', 'can', 'cheer', 'up']","['ty', 'ive', 'ppl', 'w', 'victim', 'mindsets', 'claim', 'depression', 'telling', 'someone', 'actually', 'depression', 'need', 'put', 'effort', 'go', 'outside', 'cheer']","['ty', 'ive', 'ppl', 'w', 'victim', 'mindset', 'claim', 'depression', 'telling', 'someone', 'actually', 'depression', 'need', 'put', 'effort', 'go', 'outside', 'cheer']",ty ive ppl w victim mindset claim depression telling someone actually depression need put effort go outside cheer
,7359111948912673542,,How to persuade someone suffering long term depression to see the world differently 😳,,,how to persuade someone suffering long term depression to see the world differently,"['how', 'to', 'persuade', 'someone', 'suffering', 'long', 'term', 'depression', 'to', 'see', 'the', 'world', 'differently']","['persuade', 'someone', 'suffering', 'long', 'term', 'depression', 'see', 'world', 'differently']","['persuade', 'someone', 'suffering', 'long', 'term', 'depression', 'see', 'world', 'differently']",persuade someone suffering long term depression see world differently
,7358655881221997342,,what about both lol,,,what about both lol,"['what', 'about', 'both', 'lol']",['lol'],['lol'],lol
,7353915690757849888,,it comes from a lack of purpose and belonging,,,it comes from a lack of purpose and belonging,"['it', 'comes', 'from', 'a', 'lack', 'of', 'purpose', 'and', 'belonging']","['comes', 'lack', 'purpose', 'belonging']","['come', 'lack', 'purpose', 'belonging']",come lack purpose belonging
,7363966626930344721,,How to stop thoughhhhh,,,how to stop thoughhhhh,"['how', 'to', 'stop', 'thoughhhhh']","['stop', 'thoughhhhh']","['stop', 'thoughhhhh']",stop thoughhhhh
,7376261664871891758,,The thoughts are the issue for me.,,,the thoughts are the issue for me,"['the', 'thoughts', 'are', 'the', 'issue', 'for', 'me']","['thoughts', 'issue']","['thought', 'issue']",thought issue
,7373022506968335136,,Has anyone ever had burning skin? In different body parts that spread ? Everyday,,,has anyone ever had burning skin in different body parts that spread everyday,"['has', 'anyone', 'ever', 'had', 'burning', 'skin', 'in', 'different', 'body', 'parts', 'that', 'spread', 'everyday']","['anyone', 'ever', 'burning', 'skin', 'different', 'body', 'parts', 'spread', 'everyday']","['anyone', 'ever', 'burning', 'skin', 'different', 'body', 'part', 'spread', 'everyday']",anyone ever burning skin different body part spread everyday
,7358820834339816235,,What good medication is good for this ?,,,what good medication is good for this,"['what', 'good', 'medication', 'is', 'good', 'for', 'this']","['good', 'medication', 'good']","['good', 'medication', 'good']",good medication good
,7354323680580944682,,Took me months to get out of that. It’s so hard 😭,,,took me months to get out of that its so hard,"['took', 'me', 'months', 'to', 'get', 'out', 'of', 'that', 'its', 'so', 'hard']","['took', 'months', 'get', 'hard']","['took', 'month', 'get', 'hard']",took month get hard
,7370909797854970629,,Never not had that since 13🥺,,,never not had that since,"['never', 'not', 'had', 'that', 'since']","['never', 'since']","['never', 'since']",never since
,7375310827786011424,,anyone had rib and back pain with anxiety 🙁,,,anyone had rib and back pain with anxiety,"['anyone', 'had', 'rib', 'and', 'back', 'pain', 'with', 'anxiety']","['anyone', 'rib', 'back', 'pain', 'anxiety']","['anyone', 'rib', 'back', 'pain', 'anxiety']",anyone rib back pain anxiety
,7450254464952566533,,"my anxiety is so bad when i start to panic, it feels like my hands are going to lock up and i can’t breath and everything hurts and my head pounds and any little sound scares me and i feel like im",,,my anxiety is so bad when i start to panic it feels like my hands are going to lock up and i cant breath and everything hurts and my head pounds and any little sound scares me and i feel like im,"['my', 'anxiety', 'is', 'so', 'bad', 'when', 'i', 'start', 'to', 'panic', 'it', 'feels', 'like', 'my', 'hands', 'are', 'going', 'to', 'lock', 'up', 'and', 'i', 'cant', 'breath', 'and', 'everything', 'hurts', 'and', 'my', 'head', 'pounds', 'and', 'any', 'little', 'sound', 'scares', 'me', 'and', 'i', 'feel', 'like', 'im']","['anxiety', 'bad', 'start', 'panic', 'feels', 'like', 'hands', 'going', 'lock', 'cant', 'breath', 'everything', 'hurts', 'head', 'pounds', 'little', 'sound', 'scares', 'feel', 'like', 'im']","['anxiety', 'bad', 'start', 'panic', 'feel', 'like', 'hand', 'going', 'lock', 'cant', 'breath', 'everything', 'hurt', 'head', 'pound', 'little', 'sound', 'scare', 'feel', 'like', 'im']",anxiety bad start panic feel like hand going lock cant breath everything hurt head pound little sound scare feel like im
,7375678597538857771,,Wow I’m not alone,,,wow im not alone,"['wow', 'im', 'not', 'alone']","['wow', 'im', 'alone']","['wow', 'im', 'alone']",wow im alone
,7482510790517408534,,I brought the book it made me cry and laugh great read!!!,,,i brought the book it made me cry and laugh great read,"['i', 'brought', 'the', 'book', 'it', 'made', 'me', 'cry', 'and', 'laugh', 'great', 'read']","['brought', 'book', 'made', 'cry', 'laugh', 'great', 'read']","['brought', 'book', 'made', 'cry', 'laugh', 'great', 'read']",brought book made cry laugh great read
,7482207594837263150,,Does it help with health anxiety? Every day I suffer so much in this cycle of torture thinking I have the c-word somewhere. Its miserable,,,does it help with health anxiety every day i suffer so much in this cycle of torture thinking i have the cword somewhere its miserable,"['does', 'it', 'help', 'with', 'health', 'anxiety', 'every', 'day', 'i', 'suffer', 'so', 'much', 'in', 'this', 'cycle', 'of', 'torture', 'thinking', 'i', 'have', 'the', 'cword', 'somewhere', 'its', 'miserable']","['help', 'health', 'anxiety', 'every', 'day', 'suffer', 'much', 'cycle', 'torture', 'thinking', 'cword', 'somewhere', 'miserable']","['help', 'health', 'anxiety', 'every', 'day', 'suffer', 'much', 'cycle', 'torture', 'thinking', 'cword', 'somewhere', 'miserable']",help health anxiety every day suffer much cycle torture thinking cword somewhere miserable
,7484673391257994004,,I'm reading your book right now and I love it so much! I feel like I'm learning a lot and laugh a lot as well! thank you for that!,,,im reading your book right now and i love it so much i feel like im learning a lot and laugh a lot as well thank you for that,"['im', 'reading', 'your', 'book', 'right', 'now', 'and', 'i', 'love', 'it', 'so', 'much', 'i', 'feel', 'like', 'im', 'learning', 'a', 'lot', 'and', 'laugh', 'a', 'lot', 'as', 'well', 'thank', 'you', 'for', 'that']","['im', 'reading', 'book', 'right', 'love', 'much', 'feel', 'like', 'im', 'learning', 'lot', 'laugh', 'lot', 'well', 'thank']","['im', 'reading', 'book', 'right', 'love', 'much', 'feel', 'like', 'im', 'learning', 'lot', 'laugh', 'lot', 'well', 'thank']",im reading book right love much feel like im learning lot laugh lot well thank
,7482074278872580907,,still haven't been able to board a plane in 20 years due to anxiety 🥲,,,still havent been able to board a plane in years due to anxiety,"['still', 'havent', 'been', 'able', 'to', 'board', 'a', 'plane', 'in', 'years', 'due', 'to', 'anxiety']","['still', 'havent', 'able', 'board', 'plane', 'years', 'due', 'anxiety']","['still', 'havent', 'able', 'board', 'plane', 'year', 'due', 'anxiety']",still havent able board plane year due anxiety
,7482076937058861879,,You’ll get there. It’s usually claustrophobia and the fear of fear that prevents flying. Our latest podcast episode was on fear of flying with Dave Carbonell an expert therapist on the subject 😊,,,youll get there its usually claustrophobia and the fear of fear that prevents flying our latest podcast episode was on fear of flying with dave carbonell an expert therapist on the subject,"['youll', 'get', 'there', 'its', 'usually', 'claustrophobia', 'and', 'the', 'fear', 'of', 'fear', 'that', 'prevents', 'flying', 'our', 'latest', 'podcast', 'episode', 'was', 'on', 'fear', 'of', 'flying', 'with', 'dave', 'carbonell', 'an', 'expert', 'therapist', 'on', 'the', 'subject']","['youll', 'get', 'usually', 'claustrophobia', 'fear', 'fear', 'prevents', 'flying', 'latest', 'podcast', 'episode', 'fear', 'flying', 'dave', 'carbonell', 'expert', 'therapist', 'subject']","['youll', 'get', 'usually', 'claustrophobia', 'fear', 'fear', 'prevents', 'flying', 'latest', 'podcast', 'episode', 'fear', 'flying', 'dave', 'carbonell', 'expert', 'therapist', 'subject']",youll get usually claustrophobia fear fear prevents flying latest podcast episode fear flying dave carbonell expert therapist subject
,7484569091128558358,,Got mine this morning 🥰,,,got mine this morning,"['got', 'mine', 'this', 'morning']","['got', 'mine', 'morning']","['got', 'mine', 'morning']",got mine morning
,7482539786118431510,,🤗🤗🤗,,,,[],[],[],
,7485154030538654519,,😁,,,,[],[],[],
,7482095590035129110,,"Thanks to Drew and you, a 7-year-old and an 11-year-old now have a father who is present and enjoying life again. No words can express how grateful I am to you both.",,,thanks to drew and you a yearold and an yearold now have a father who is present and enjoying life again no words can express how grateful i am to you both,"['thanks', 'to', 'drew', 'and', 'you', 'a', 'yearold', 'and', 'an', 'yearold', 'now', 'have', 'a', 'father', 'who', 'is', 'present', 'and', 'enjoying', 'life', 'again', 'no', 'words', 'can', 'express', 'how', 'grateful', 'i', 'am', 'to', 'you', 'both']","['thanks', 'drew', 'yearold', 'yearold', 'father', 'present', 'enjoying', 'life', 'words', 'express', 'grateful']","['thanks', 'drew', 'yearold', 'yearold', 'father', 'present', 'enjoying', 'life', 'word', 'express', 'grateful']",thanks drew yearold yearold father present enjoying life word express grateful
,7482419437389742854,,Oh wow. This made me smile so much. You’ve done so well! 😊,,,oh wow this made me smile so much youve done so well,"['oh', 'wow', 'this', 'made', 'me', 'smile', 'so', 'much', 'youve', 'done', 'so', 'well']","['oh', 'wow', 'made', 'smile', 'much', 'youve', 'done', 'well']","['oh', 'wow', 'made', 'smile', 'much', 'youve', 'done', 'well']",oh wow made smile much youve done well
,7479879656851653406,,"Gary, love the content is there a specific time of day to take particular vitamins?",,,gary love the content is there a specific time of day to take particular vitamins,"['gary', 'love', 'the', 'content', 'is', 'there', 'a', 'specific', 'time', 'of', 'day', 'to', 'take', 'particular', 'vitamins']","['gary', 'love', 'content', 'specific', 'time', 'day', 'take', 'particular', 'vitamins']","['gary', 'love', 'content', 'specific', 'time', 'day', 'take', 'particular', 'vitamin']",gary love content specific time day take particular vitamin
,7477709706527834886,,I don’t believe him 😏,,,i dont believe him,"['i', 'dont', 'believe', 'him']","['dont', 'believe']","['dont', 'believe']",dont believe
,7478198596284203797,,The way my Dr looks at me when I say lemon natural ozempic 😬,,,the way my dr looks at me when i say lemon natural ozempic,"['the', 'way', 'my', 'dr', 'looks', 'at', 'me', 'when', 'i', 'say', 'lemon', 'natural', 'ozempic']","['way', 'dr', 'looks', 'say', 'lemon', 'natural', 'ozempic']","['way', 'dr', 'look', 'say', 'lemon', 'natural', 'ozempic']",way dr look say lemon natural ozempic
,7483391052834898731,,Both my parent passed due to medical error,,,both my parent passed due to medical error,"['both', 'my', 'parent', 'passed', 'due', 'to', 'medical', 'error']","['parent', 'passed', 'due', 'medical', 'error']","['parent', 'passed', 'due', 'medical', 'error']",parent passed due medical error
,7485997586991940407,,❤️Help Canadians❤️,,,help canadians,"['help', 'canadians']","['help', 'canadians']","['help', 'canadian']",help canadian
,7477745009486693166,,I’ll have to listen to these videos.,,,ill have to listen to these videos,"['ill', 'have', 'to', 'listen', 'to', 'these', 'videos']","['ill', 'listen', 'videos']","['ill', 'listen', 'video']",ill listen video
,7488641981993796360,,😎 looks like this is a job for anonimous,,,looks like this is a job for anonimous,"['looks', 'like', 'this', 'is', 'a', 'job', 'for', 'anonimous']","['looks', 'like', 'job', 'anonimous']","['look', 'like', 'job', 'anonimous']",look like job anonimous
,7480545422189904695,,Our medical system needs to go back before Rockefeller got his hands on it.,,,our medical system needs to go back before rockefeller got his hands on it,"['our', 'medical', 'system', 'needs', 'to', 'go', 'back', 'before', 'rockefeller', 'got', 'his', 'hands', 'on', 'it']","['medical', 'system', 'needs', 'go', 'back', 'rockefeller', 'got', 'hands']","['medical', 'system', 'need', 'go', 'back', 'rockefeller', 'got', 'hand']",medical system need go back rockefeller got hand
,7488588876082283294,,first and 2nd causes of death are related to the food industry.,,,first and nd causes of death are related to the food industry,"['first', 'and', 'nd', 'causes', 'of', 'death', 'are', 'related', 'to', 'the', 'food', 'industry']","['first', 'nd', 'causes', 'death', 'related', 'food', 'industry']","['first', 'nd', 'cause', 'death', 'related', 'food', 'industry']",first nd cause death related food industry
,7477687076935500560,,THANK YOU.🥰,,,thank you,"['thank', 'you']",['thank'],['thank'],thank
,7281828943467365121,,Most patients sure lean backwards till back flow into throat 😂,,,most patients sure lean backwards till back flow into throat,"['most', 'patients', 'sure', 'lean', 'backwards', 'till', 'back', 'flow', 'into', 'throat']","['patients', 'sure', 'lean', 'backwards', 'till', 'back', 'flow', 'throat']","['patient', 'sure', 'lean', 'backwards', 'till', 'back', 'flow', 'throat']",patient sure lean backwards till back flow throat
,7281680103661896456,,Thank Dr🥰,,,thank dr,"['thank', 'dr']","['thank', 'dr']","['thank', 'dr']",thank dr
,7282737927951926023,,Tq for showing the correct way.,,,tq for showing the correct way,"['tq', 'for', 'showing', 'the', 'correct', 'way']","['tq', 'showing', 'correct', 'way']","['tq', 'showing', 'correct', 'way']",tq showing correct way
,7281691746563277570,,👍,,,,[],[],[],
,7281668847865021192,,👍💖,,,,[],[],[],
,7281948604644999937,,Good clear explanation and will like to hear from u for more treatment knowledge,,,good clear explanation and will like to hear from u for more treatment knowledge,"['good', 'clear', 'explanation', 'and', 'will', 'like', 'to', 'hear', 'from', 'u', 'for', 'more', 'treatment', 'knowledge']","['good', 'clear', 'explanation', 'like', 'hear', 'u', 'treatment', 'knowledge']","['good', 'clear', 'explanation', 'like', 'hear', 'u', 'treatment', 'knowledge']",good clear explanation like hear u treatment knowledge
,7281648874190586625,,Dr. Suzie is the best! Hi Doc Suzie 🙋‍♂️,,,dr suzie is the best hi doc suzie,"['dr', 'suzie', 'is', 'the', 'best', 'hi', 'doc', 'suzie']","['dr', 'suzie', 'best', 'hi', 'doc', 'suzie']","['dr', 'suzie', 'best', 'hi', 'doc', 'suzie']",dr suzie best hi doc suzie
,7282297958019171090,,Thanks 😃,,,thanks,['thanks'],['thanks'],['thanks'],thanks
,7280975901327246087,,🙏,,,,[],[],[],
,7281651431940702983,,❤️,,,,[],[],[],
,7491360887191470853,,Kindly reach out to Gary Brecka for more guidance! @Gary Brecka,,,kindly reach out to gary brecka for more guidance gary brecka,"['kindly', 'reach', 'out', 'to', 'gary', 'brecka', 'for', 'more', 'guidance', 'gary', 'brecka']","['kindly', 'reach', 'gary', 'brecka', 'guidance', 'gary', 'brecka']","['kindly', 'reach', 'gary', 'brecka', 'guidance', 'gary', 'brecka']",kindly reach gary brecka guidance gary brecka
,7473308396197331720,,And this is what all medical computer systems actually does have… it’s under different layers within the hospital system.. hence why each person has a unique number.,,,and this is what all medical computer systems actually does have its under different layers within the hospital system hence why each person has a unique number,"['and', 'this', 'is', 'what', 'all', 'medical', 'computer', 'systems', 'actually', 'does', 'have', 'its', 'under', 'different', 'layers', 'within', 'the', 'hospital', 'system', 'hence', 'why', 'each', 'person', 'has', 'a', 'unique', 'number']","['medical', 'computer', 'systems', 'actually', 'different', 'layers', 'within', 'hospital', 'system', 'hence', 'person', 'unique', 'number']","['medical', 'computer', 'system', 'actually', 'different', 'layer', 'within', 'hospital', 'system', 'hence', 'person', 'unique', 'number']",medical computer system actually different layer within hospital system hence person unique number
,7480904817037837102,,This is the sadness thing!,,,this is the sadness thing,"['this', 'is', 'the', 'sadness', 'thing']","['sadness', 'thing']","['sadness', 'thing']",sadness thing
,7474214781936124690,,Imagine a world where there was no more profiting from the suffering of others! Instead were in our glee to share what we knew or had! Because we fully understood that that we are even more than brother and sister! 💜,,,imagine a world where there was no more profiting from the suffering of others instead were in our glee to share what we knew or had because we fully understood that that we are even more than brother and sister,"['imagine', 'a', 'world', 'where', 'there', 'was', 'no', 'more', 'profiting', 'from', 'the', 'suffering', 'of', 'others', 'instead', 'were', 'in', 'our', 'glee', 'to', 'share', 'what', 'we', 'knew', 'or', 'had', 'because', 'we', 'fully', 'understood', 'that', 'that', 'we', 'are', 'even', 'more', 'than', 'brother', 'and', 'sister']","['imagine', 'world', 'profiting', 'suffering', 'others', 'instead', 'glee', 'share', 'knew', 'fully', 'understood', 'even', 'brother', 'sister']","['imagine', 'world', 'profiting', 'suffering', 'others', 'instead', 'glee', 'share', 'knew', 'fully', 'understood', 'even', 'brother', 'sister']",imagine world profiting suffering others instead glee share knew fully understood even brother sister
,7474312498301862711,,I added you because you mak e sense!… the big Pharma companies don’t make sense they make dollars!,,,i added you because you mak e sense the big pharma companies dont make sense they make dollars,"['i', 'added', 'you', 'because', 'you', 'mak', 'e', 'sense', 'the', 'big', 'pharma', 'companies', 'dont', 'make', 'sense', 'they', 'make', 'dollars']","['added', 'mak', 'e', 'sense', 'big', 'pharma', 'companies', 'dont', 'make', 'sense', 'make', 'dollars']","['added', 'mak', 'e', 'sense', 'big', 'pharma', 'company', 'dont', 'make', 'sense', 'make', 'dollar']",added mak e sense big pharma company dont make sense make dollar
,7474490207603262238,,This guy is so good 💪🙏🏻🔥,,,this guy is so good,"['this', 'guy', 'is', 'so', 'good']","['guy', 'good']","['guy', 'good']",guy good
,7473566249101476650,,What a shame 😞,,,what a shame,"['what', 'a', 'shame']",['shame'],['shame'],shame
,7473665022720213778,,😁😁😁,,,,[],[],[],
,7480804195538535176,,👍👍👍👍👍♥️,,,,[],[],[],
,7473468698171605766,,❤️❤️❤️,,,,[],[],[],
,7259663675652817706,,I’m my own worst enemy. I do this all.,,,im my own worst enemy i do this all,"['im', 'my', 'own', 'worst', 'enemy', 'i', 'do', 'this', 'all']","['im', 'worst', 'enemy']","['im', 'worst', 'enemy']",im worst enemy
,7261861506064827142,,Is this oppenhemer ?,,,is this oppenhemer,"['is', 'this', 'oppenhemer']",['oppenhemer'],['oppenhemer'],oppenhemer
,7256436732828074795,,3/3 perfect score 🏆,,,perfect score,"['perfect', 'score']","['perfect', 'score']","['perfect', 'score']",perfect score
,7261434178213511979,,Jumping to conclusions is the only cardio I get tho.,,,jumping to conclusions is the only cardio i get tho,"['jumping', 'to', 'conclusions', 'is', 'the', 'only', 'cardio', 'i', 'get', 'tho']","['jumping', 'conclusions', 'cardio', 'get', 'tho']","['jumping', 'conclusion', 'cardio', 'get', 'tho']",jumping conclusion cardio get tho
,7256477106045125418,,"im glad you appeared on ym fyp. I've been stressing myself so much I basically ruined my whole weekend
thank you",,,im glad you appeared on ym fyp ive been stressing myself so much i basically ruined my whole weekend thank you,"['im', 'glad', 'you', 'appeared', 'on', 'ym', 'fyp', 'ive', 'been', 'stressing', 'myself', 'so', 'much', 'i', 'basically', 'ruined', 'my', 'whole', 'weekend', 'thank', 'you']","['im', 'glad', 'appeared', 'ym', 'fyp', 'ive', 'stressing', 'much', 'basically', 'ruined', 'whole', 'weekend', 'thank']","['im', 'glad', 'appeared', 'ym', 'fyp', 'ive', 'stressing', 'much', 'basically', 'ruined', 'whole', 'weekend', 'thank']",im glad appeared ym fyp ive stressing much basically ruined whole weekend thank
,7260347679058051846,,"Yeah tell me more, I have bpd",,,yeah tell me more i have bpd,"['yeah', 'tell', 'me', 'more', 'i', 'have', 'bpd']","['yeah', 'tell', 'bpd']","['yeah', 'tell', 'bpd']",yeah tell bpd
,7257001888632308523,,overexagerating is also known as 'catastrophizing' 😊,,,overexagerating is also known as catastrophizing,"['overexagerating', 'is', 'also', 'known', 'as', 'catastrophizing']","['overexagerating', 'also', 'known', 'catastrophizing']","['overexagerating', 'also', 'known', 'catastrophizing']",overexagerating also known catastrophizing
,7256480764437578538,,We all have to come together how do we stop it 😩😩😭,,,we all have to come together how do we stop it,"['we', 'all', 'have', 'to', 'come', 'together', 'how', 'do', 'we', 'stop', 'it']","['come', 'together', 'stop']","['come', 'together', 'stop']",come together stop
,7256438092739560238,,The rating thing is so helpful,,,the rating thing is so helpful,"['the', 'rating', 'thing', 'is', 'so', 'helpful']","['rating', 'thing', 'helpful']","['rating', 'thing', 'helpful']",rating thing helpful
,7256508060027437870,,I’ve gained this though my toxic relationships through out my previous years. I’m trying to change my thinking habits but some days it’s just to hard.,,,ive gained this though my toxic relationships through out my previous years im trying to change my thinking habits but some days its just to hard,"['ive', 'gained', 'this', 'though', 'my', 'toxic', 'relationships', 'through', 'out', 'my', 'previous', 'years', 'im', 'trying', 'to', 'change', 'my', 'thinking', 'habits', 'but', 'some', 'days', 'its', 'just', 'to', 'hard']","['ive', 'gained', 'though', 'toxic', 'relationships', 'previous', 'years', 'im', 'trying', 'change', 'thinking', 'habits', 'days', 'hard']","['ive', 'gained', 'though', 'toxic', 'relationship', 'previous', 'year', 'im', 'trying', 'change', 'thinking', 'habit', 'day', 'hard']",ive gained though toxic relationship previous year im trying change thinking habit day hard
,7478395923685819143,,thank you,,,thank you,"['thank', 'you']",['thank'],['thank'],thank
,7428325063734362912,,Do you deliver to Europe?❤️,,,do you deliver to europe,"['do', 'you', 'deliver', 'to', 'europe']","['deliver', 'europe']","['deliver', 'europe']",deliver europe
,7429834574699266862,,Yes!!,,,yes,['yes'],['yes'],['yes'],yes
,7424629382617219886,,Preordering NOW❗️been wanting a book like this - you’re an angel for writing something to help us all!! Please cover retroactive jealousy if you could?? Love your content!,,,preordering nowbeen wanting a book like this youre an angel for writing something to help us all please cover retroactive jealousy if you could love your content,"['preordering', 'nowbeen', 'wanting', 'a', 'book', 'like', 'this', 'youre', 'an', 'angel', 'for', 'writing', 'something', 'to', 'help', 'us', 'all', 'please', 'cover', 'retroactive', 'jealousy', 'if', 'you', 'could', 'love', 'your', 'content']","['preordering', 'nowbeen', 'wanting', 'book', 'like', 'youre', 'angel', 'writing', 'something', 'help', 'us', 'please', 'cover', 'retroactive', 'jealousy', 'could', 'love', 'content']","['preordering', 'nowbeen', 'wanting', 'book', 'like', 'youre', 'angel', 'writing', 'something', 'help', 'u', 'please', 'cover', 'retroactive', 'jealousy', 'could', 'love', 'content']",preordering nowbeen wanting book like youre angel writing something help u please cover retroactive jealousy could love content
,7424676664996561707,,Yay! Can’t wait for you to receive it ❤️,,,yay cant wait for you to receive it,"['yay', 'cant', 'wait', 'for', 'you', 'to', 'receive', 'it']","['yay', 'cant', 'wait', 'receive']","['yay', 'cant', 'wait', 'receive']",yay cant wait receive
,7459995369876292394,,"Does this book touch on comparing to other relationships, books/movies or social media? I’m struggling with that.",,,does this book touch on comparing to other relationships booksmovies or social media im struggling with that,"['does', 'this', 'book', 'touch', 'on', 'comparing', 'to', 'other', 'relationships', 'booksmovies', 'or', 'social', 'media', 'im', 'struggling', 'with', 'that']","['book', 'touch', 'comparing', 'relationships', 'booksmovies', 'social', 'media', 'im', 'struggling']","['book', 'touch', 'comparing', 'relationship', 'booksmovies', 'social', 'medium', 'im', 'struggling']",book touch comparing relationship booksmovies social medium im struggling
,7459997665888469802,,"It does! There is an entire chapter on comparison and it touches on all 3 of those things! (including ways to shift out of comparison, of course). Wishing you peace and healing 💕",,,it does there is an entire chapter on comparison and it touches on all of those things including ways to shift out of comparison of course wishing you peace and healing,"['it', 'does', 'there', 'is', 'an', 'entire', 'chapter', 'on', 'comparison', 'and', 'it', 'touches', 'on', 'all', 'of', 'those', 'things', 'including', 'ways', 'to', 'shift', 'out', 'of', 'comparison', 'of', 'course', 'wishing', 'you', 'peace', 'and', 'healing']","['entire', 'chapter', 'comparison', 'touches', 'things', 'including', 'ways', 'shift', 'comparison', 'course', 'wishing', 'peace', 'healing']","['entire', 'chapter', 'comparison', 'touch', 'thing', 'including', 'way', 'shift', 'comparison', 'course', 'wishing', 'peace', 'healing']",entire chapter comparison touch thing including way shift comparison course wishing peace healing
