Vid,Name,NickName,ProfileUrl,TikTok_Transcription,TikTok_Link,Author Bio,Video Description
7.48394E+18,the.truth.doctor,Dr. Courtney | 🧠 Therapist,https://www.tiktok.com/@Dr. Courtney | 🧠 Therapist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-thetruthdo-20250320170005-7483937534616177966-eng-US,https://www.tiktok.com/@the.truth.doctor/video/7483937534616177966,"Founder: Exist Centers 🛋️
💌 hello@thetruthdoctor.com
🧠MY SELF-HELP BOOK 📖⬇️","BPD isn’t being “too much.” It’s being left alone with too much, for too long—and doing whatever your system had to do to survive it.

If you saw yourself in this—
drop “BPD” in the comments so I know you’re here,
and I’ll keep showing up with more like this 🫂 

#borderlinepersonalitydisorder #bpd #bpdtok #therapist #therapy #WHOFides #MentalHealthAwareness #MentalHealth "
7.49073E+18,the.truth.doctor,Dr. Courtney | 🧠 Therapist,https://www.tiktok.com/@Dr. Courtney | 🧠 Therapist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-thetruthdo-20250408002920-7490732774832311595-eng-US,https://www.tiktok.com/@the.truth.doctor/video/7490732774832311595,"Founder: Exist Centers 🛋️
💌 hello@thetruthdoctor.com
🧠MY SELF-HELP BOOK 📖⬇️","❤️‍🩹 Self-harm & suicidality —

These experiences in BPD, while looking similar, are often different than when they show up in depression. For example, people with BPD often experience suicidal breakdowns more often, with more verbalization that they want things to end. But the attempts may not always be as severe… because (in my personal and professional opinion) people with BPD have a level of insight hidden by their behaviors and fears that knows that their pain can be processed if only the right support was available. And that little hidden piece is the piece that I work with.

If you or someone you know needs support, here are some international resources:
•USA: Suicide & Crisis Lifeline - 988
•UK: Samaritans - 116 123
•Canada: Crisis Services Canada - 1-833-456-4566
•Australia: Lifeline - 13 11 14
•International: Befrienders Worldwide - www.befrienders.org
You’re not alone.

#borderlinepersonalitydisorder #bpd #bpdtok #therapist #therapy #WHOFides #MentalHealthAwareness #MentalHealth "
7.38712E+18,drbergofficial,Dr. Eric Berg,https://www.tiktok.com/@Dr. Eric Berg,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drbergoffi-20240704120000-7387116120278371601-eng-US,https://www.tiktok.com/@drbergofficial/video/7387116120278371601,"Official Account Creator of the Healthy Keto™ movement
13 mil subs on YouTube","What Will Happen if You Stop Eating Sugar for 2 Weeks?

Check out my YouTube channel to learn more!

#sugar #whatif #sugarfree #nosugar #sugarfreediet #health #diet #drericberg"
7.40303E+18,drbergofficial,Dr. Eric Berg,https://www.tiktok.com/@Dr. Eric Berg,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drbergoffi-20240814161028-7403027793493167378-eng-US,https://www.tiktok.com/@drbergofficial/video/7403027793493167378,"Official Account Creator of the Healthy Keto™ movement
13 mil subs on YouTube",What would happen if you took Magnesium daily for 2 weeks #drberg #health #magnesium
7.04134E+18,drchrislee,Dr. Chris Lee,https://www.tiktok.com/@Dr. Chris Lee,,https://www.tiktok.com/@drchrislee/video/7041338139742604590,Neuroscience - Self Regulation - Strategy for How to Human in 2025.,Kids still feel stress #parenting #parentingtips #divorce #coparenting
7.04096E+18,drchrislee,Dr. Chris Lee,https://www.tiktok.com/@Dr. Chris Lee,,https://www.tiktok.com/@drchrislee/video/7040956132050980143,Neuroscience - Self Regulation - Strategy for How to Human in 2025.,Tada #JBLGreekOut #CustomersMostLoved #PawlidayPics #AEHolidayForever #DoTheJuJu
7.49576E+18,cnn,CNN,https://www.tiktok.com/@CNN,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-cnn-20250421132812-7495757465523391787-eng-US,https://www.tiktok.com/@cnn/video/7495757465523391787,This is CNN...,"Pope Francis gave the traditional Easter blessing on Sunday, appearing from the balcony of St. Peter’s Basilica in front of delighted crowds in what would be his last appearance. CNN Vatican correspondent Christopher Lamb reports.
#cnn #news #popefrancis #vatican #easter #stpetersbasilica"
7.49574E+18,cnn,CNN,https://www.tiktok.com/@CNN,,https://www.tiktok.com/@cnn/video/7495739964718599470,This is CNN...,The bells of St. Peter's Square tolled in the Vatican to mark the passing of Pope Francis on April 21. #CNN #news
7.25423E+18,psychologyworks,Dr. Scott Says What,https://www.tiktok.com/@Dr. Scott Says What,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-psychology-20230710163542-7254229496176413994-eng-US,https://www.tiktok.com/@psychologyworks/video/7254229496176413994,Clinical Psychologist,#psychologyfacts #psychologyworks #psychologytricks #psychologist #Psychology #Psychiatrist #Psychiatrist #depressionanxiety #depression #anxiety 
7.19818E+18,psychologyworks,Dr. Scott Says What,https://www.tiktok.com/@Dr. Scott Says What,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-psychology-20230209154949-7198183753049541931-eng-US,https://www.tiktok.com/@psychologyworks/video/7198183753049541931,Clinical Psychologist,#psychology #psychiatry #psychologyfacts #psychologyworks #personalitydisorder #DSM5 #borderlinepersonalitydisorder 
7.00182E+18,katiemckennatherapist,KatieMcKennaTherapist,https://www.tiktok.com/@KatieMcKennaTherapist,,https://www.tiktok.com/@katiemckennatherapist/video/7001818234164874502,"Therapist 
Katie McKenna MIACP
People-Pleasing,Parentification,The Fawn Response",#parentification #parentifiedchild #trauma #fawnresponse
6.99512E+18,katiemckennatherapist,KatieMcKennaTherapist,https://www.tiktok.com/@KatieMcKennaTherapist,,https://www.tiktok.com/@katiemckennatherapist/video/6995120700868644101,"Therapist 
Katie McKenna MIACP
People-Pleasing,Parentification,The Fawn Response",I’m a psychotherapist & welcome to the 4th Trauma Response. #knowyourworth  #peoplepleasing #peoplepleaserproblems
7.42462E+18,drcourtneypare,Dr. Courtney | Anxiety Healing,https://www.tiktok.com/@Dr. Courtney | Anxiety Healing,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drcourtney-20241011203515-7424619386012503342-eng-US,https://www.tiktok.com/@drcourtneypare/video/7424619386012503342,"Anxiety & OCD Support

📚 Overcoming Relationship Anxiety: Available Now! ⬇️","I wrote a book! 🎉 📕 👏 

Overcoming Relationship Anxiety is a resource for those who can’t seem to stop doubting, analyzing, ruminating and nitpicking despite being in a healthy relationship. 

Relationship anxiety can feel like an exhasting and isolating battle - but it doesn’t have to be that way. There is a way for you to experience more confidence, clarity and connection - and my book Overcoming Relationship Anxiety will teach you how. 

Pre-0rder through 8i0 |inK 💕📖

#relationshipanxiety #rocd #ocdawareness #relationshipgoals #relationshipbooks #debutauthor "
7.49076E+18,drcourtneypare,Dr. Courtney | Anxiety Healing,https://www.tiktok.com/@Dr. Courtney | Anxiety Healing,,https://www.tiktok.com/@drcourtneypare/video/7490756692037193006,"Anxiety & OCD Support

📚 Overcoming Relationship Anxiety: Available Now! ⬇️","False Memory OCD (a subtype or “theme” of OCD) can present as doubting your ability to accurately recall events. 

This can be bigger things like “what if I una|ived someone and don’t remember” to “smaller” things like “did I make that conversation awkward”

The uncertainty and discomfort can lead to feelings of guilt, shame and panic and the associated compulsions such as mental review, checking, reassurance seeking, etc often lead to even more uncertainty- making you struggle to know fact from fiction at all. 

Like so many subtypes of OCD this can lead to you struggling to trust yourself, and leave you feeling distressed, confused, and afraid. 

OCD can improve with proper support! Freedom from the grip of doubt is possible 💕

#ocd #ocdproblems #falsememoryocd #intrusivethoughts #ocdawareness "
7.28244E+18,drkirren,Dr Kirren - Psychologist,https://www.tiktok.com/@Dr Kirren - Psychologist,,https://www.tiktok.com/@drkirren/video/7282443669452459296,"More on INSTAGRAM👆
CLINICAL PSYCHOLOGIST 
UNIVERSITY OF OXFORD
📚ANXIETY BOOK👇","Does you experience this with your anxiety?  
Learn how to bring and end to anxiety symptoms in my book Ten Times Calmer.   The left arm shares nerve pathways and connections with the heart and chest area. Referred pain is a phenomenon where pain originating from one area of the body is felt in another area connected by the same nerve pathways. Sometimes, anxiety chest pain can be felt in the left arm due to these shared nerve pathways. 
##anxiety##anxietysymptoms##mentalhealth##healthanxiety##panicattacks##heartpalpitations##heartanxiety"
7.16517E+18,drkirren,Dr Kirren - Psychologist,https://www.tiktok.com/@Dr Kirren - Psychologist,,https://www.tiktok.com/@drkirren/video/7165168636032830726,"More on INSTAGRAM👆
CLINICAL PSYCHOLOGIST 
UNIVERSITY OF OXFORD
📚ANXIETY BOOK👇",Do you suffer with anxiety chest pain? #chestpain #anxietychestpains #anxietychestpain #healthanxiety #healthanxietyrelief #deathanxiety 
7.11512E+18,micheline.maalouf,Micheline Maalouf Therapist,https://www.tiktok.com/@Micheline Maalouf Therapist,,https://www.tiktok.com/@micheline.maalouf/video/7115120062989684014,Neurodivergent Arab-American therapist working to end stigma around the  🌍,If you have a safe person let them know what will help you before you have another panic attack. It’s helpful if you share some grounding tools that have helped you in the past so they can try them on you when it comes up. Share this with someone who might need it or a friend that can help you when you panic #panic #panicattack #tiktoktaughtme #tiktokpartner #anxiety #tiktoktherapist
7.10068E+18,micheline.maalouf,Micheline Maalouf Therapist,https://www.tiktok.com/@Micheline Maalouf Therapist,,https://www.tiktok.com/@micheline.maalouf/video/7100681009640869166,Neurodivergent Arab-American therapist working to end stigma around the  🌍,Do these 4 steps at the first sign make sure you pull over to a safe spot and continue to remind yourself “I’m safe” If you’ve seen my sour candy videos you can also eat sour candy while you do this! Always keep them on you!Have you panicked in a car? #panicattack #panic #mentalhealthawareness
7.47019E+18,megjosephson,Meg Josephson,https://www.tiktok.com/@Meg Josephson,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-megjosephs-20250211155527-7470190507352689963-eng-US,https://www.tiktok.com/@megjosephson/video/7470190507352689963,"psychotherapist 🦢 LCSW 
📕ARE YOU MAD AT ME? is now available for pre-order!","Calling all people pleasers, perfectionists and peacekeepers: I wrote a book for you - and for my past self. It's a book that I desperately needed.

ARE YOU MAD AT ME? gets to the true root of people pleasing - the fawn response. It's a deeply personal book that unpacks why we worry so much about what others think, why we abandon our needs, and why we shapeshift ourselves to be liked, and it offers a compassionate path forward on how we can break free.

Fawning disconnects us from who we are. It forces us to neglect ourselves as a means of self-protection. My greatest hope is that this book supports you in returning to yourself.

I have so much more to say, but I'll contain myself for now. Just know, I simply cannot wait for you to read it. It’ll be available on August 5th, 2025, and the pre-order link is in my bio. Ahhhh! 🦢@Gallery Books "
7.49474E+18,megjosephson,Meg Josephson,https://www.tiktok.com/@Meg Josephson,,https://www.tiktok.com/@megjosephson/video/7494736443512835358,"psychotherapist 🦢 LCSW 
📕ARE YOU MAD AT ME? is now available for pre-order!",which slide resonates the most? 🪿 #therapist 
7.49515E+18,amoderntherapist,"Dr. Justin Puder, Ph.D.","https://www.tiktok.com/@Dr. Justin Puder, Ph.D.",,https://www.tiktok.com/@amoderntherapist/video/7495147155338906926,"🙌🏽 It’s okay to laugh and cry here
🤓Licensed Psychologist/Therapist",Oh yea…
7.49471E+18,amoderntherapist,"Dr. Justin Puder, Ph.D.","https://www.tiktok.com/@Dr. Justin Puder, Ph.D.",,https://www.tiktok.com/@amoderntherapist/video/7494706694715362606,"🙌🏽 It’s okay to laugh and cry here
🤓Licensed Psychologist/Therapist",Who tf was he talking about? #autism 
6.97707E+18,lindsay.fleminglpc,"Lindsay Fleming, lcpc","https://www.tiktok.com/@Lindsay Fleming, lcpc",,https://www.tiktok.com/@lindsay.fleminglpc/video/6977070272612420870,"Licensed Therapist for
Children, Teens, & Young Adults
ADHD | Anxiety",Who knows this feeling?!? 🙋🏻‍♀️ #heylinds #tiktoktherapist #tiktokpartner #learnontiktok #oliviarodrigo
6.98756E+18,lindsay.fleminglpc,"Lindsay Fleming, lcpc","https://www.tiktok.com/@Lindsay Fleming, lcpc",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-lindsayfle-20210722013249-6987557734245747974-eng-US,https://www.tiktok.com/@lindsay.fleminglpc/video/6987557734245747974,"Licensed Therapist for
Children, Teens, & Young Adults
ADHD | Anxiety",#heylinds #tiktokpartner #learnontiktok #adhd #adhdtiktok
7.43389E+18,dr.jordan.b.peterson,Dr Jordan B Peterson,https://www.tiktok.com/@Dr Jordan B Peterson,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjordanbp-20241106180000-7433893256007617797-eng-US,https://www.tiktok.com/@dr.jordan.b.peterson/video/7433893256007617797,"Watch ""The Gospels,"" out now on DailyWire+",Gospels | Official Trailer
7.39569E+18,dr.jordan.b.peterson,Dr Jordan B Peterson,https://www.tiktok.com/@Dr Jordan B Peterson,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjordanbp-20240725212641-7395687992259644678-eng-US,https://www.tiktok.com/@dr.jordan.b.peterson/video/7395687992259644678,"Watch ""The Gospels,"" out now on DailyWire+","Limited pre-enrollment is now available at petersonacademy.com. Onward and upward, ladies and gentlemen. 18 beautiful courses, 3 new courses monthly, AI-testing and the integrated social media platform. Let’s take education back."
7.49577E+18,theholisticpsychologist,Dr. Nicole LePera,https://www.tiktok.com/@Dr. Nicole LePera,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theholisti-20250421143102-7495773579456400682-eng-US,https://www.tiktok.com/@theholisticpsychologist/video/7495773579456400682,👇🏼Join my private healing community 👇🏼,"If you’re ready to heal my private community opens May 1st. We currently have 30,000 people on the waitlist, so make sure you click the link in my bio if you want to join. Spaces will sell out. Cost: 26/month cancel at any time. NO social media involved. "
7.49546E+18,theholisticpsychologist,Dr. Nicole LePera,https://www.tiktok.com/@Dr. Nicole LePera,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theholisti-20250420182543-7495463149227756846-eng-US,https://www.tiktok.com/@theholisticpsychologist/video/7495463149227756846,👇🏼Join my private healing community 👇🏼,"If you’re ready to heal your father wound click the link in my bio to get in the waitlist for my private healing community. Enrollment opens May 1st, and spaces do sell out. I’ll see you inside! "
7.45528E+18,drjulie,Dr Julie | Psychologist,https://www.tiktok.com/@Dr Julie | Psychologist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjulie-20250102114538-7455282933922909472-eng-US,https://www.tiktok.com/@drjulie/video/7455282933922909472,"Psychologist & Author
Life changing insights from therapy
New book 📖 
Links👇","👉 Publication Day Giveaway! Tag a friend below and share this post for chance to EACH win £100 Amazon vouchers.
Each new tag and story share counts as a new entry. I have 6 x £100 vouchers to giveaway.

👉 If you have ever found my videos to be helpful then don’t miss my new book ‘Open When…’ packed full of helpful tips for when life gets complicated.
Thank you to everyone on TikTok for your support and making this book happen. Keep an eye on my stories for behind the scenes footage from this video 🤦🏻

To buy a copy of this book see the links in my bio.

Places to buy a copy…

UK:
All major supermarkets, Amazon, Waterstones, all book stores etc

US:
Amazon, Target, Barnes and Noble etc 

Worldwide:
Please see links in bio

*PLEASE NOTE: To avoid scammers, remember I will never ask you to pay anything upfront, even postage. I will NEVER ask for anyone bank details or payments. I will not ask you to visit any external sites. I will simply DM you and then email the details."
7.43903E+18,drjulie,Dr Julie | Psychologist,https://www.tiktok.com/@Dr Julie | Psychologist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjulie-20241119164148-7439031541088423201-eng-US,https://www.tiktok.com/@drjulie/video/7439031541088423201,"Psychologist & Author
Life changing insights from therapy
New book 📖 
Links👇","👀 Big Reveal! 👉 If you are under stress, dealing with difficult people, trying to fit in, making big decisions, arguing with your partner, or any of the human problems that leave us confused about which step to take, Open When... is a ‘break in case of emergency’ book to bring clarity, calm and get you back on the front foot, ready to move forward. 

See the links in my bio to grab a copy ❤️

👉 For a SIGNED copy see the link in my bio and head to Waterstones to order yours. There are a limited number so you might need to be quick. 

If you are in the USA and can’t access Waterstones, there are links for Barnes and Noble, Amazon US and an exclusive edition available from Target 

This book is already being translated into many different languages.

Let me know if you already have a copy in the comments x"
7.47453E+18,newframetherapy,Lizandra | Therapist 🇬🇧,https://www.tiktok.com/@Lizandra | Therapist 🇬🇧,,https://www.tiktok.com/@newframetherapy/video/7474530888127139094,"📣**ACCEPTING CLIENTS**
🎙️Healing Childhood Trauma Pod
🎧on Apple & Spotify👇🏾","Good news, I’m accepting 1:1 clients right now if you are based in the UK and EU. 
Head over to the unmentionables to book your intro call and let’s see if we’re a good fit ❤️ 

#therapist #therapistsontiktok #healingjourney💜 #uktiktok🇬🇧uk #traumahealing "
7.06862E+18,newframetherapy,Lizandra | Therapist 🇬🇧,https://www.tiktok.com/@Lizandra | Therapist 🇬🇧,,https://www.tiktok.com/@newframetherapy/video/7068619464752794885,"📣**ACCEPTING CLIENTS**
🎙️Healing Childhood Trauma Pod
🎧on Apple & Spotify👇🏾",A day in the life #therapistlife #therapistsontiktok #uktherapist #boundariescoach #blacktherapists #settingboundaries
6.88761E+18,nadiaaddesi,Nadia Addesi,https://www.tiktok.com/@Nadia Addesi,,https://www.tiktok.com/@nadiaaddesi/video/6887612546094877953,"Registered social worker & psychotherapist 
My free app to find a therapist👇🏻",Welcome to this side of tiktok🤍 #foryoupage #fyp #foryou #motivation ib: @aloha_therapy & @the.truth.doctor
7.45762E+18,nadiaaddesi,Nadia Addesi,https://www.tiktok.com/@Nadia Addesi,,https://www.tiktok.com/@nadiaaddesi/video/7457623917927156997,"Registered social worker & psychotherapist 
My free app to find a therapist👇🏻","I created a Tinder for therapy, hear me out though, it’s not weird or unethical 🙃 Here’s how it works: you swipe through profiles and connect with therapists whose experience, approach, and specialties align with what you need.  As a therapist, I’ve seen so many people struggle to find the right match, and I’ve experienced that frustration myself. That’s why I created Cocoon, something that’s never been done before. It’s about finding a real connection with someone who understands where you’re at.

My hope is that Cocoon becomes the hub for anyone who needs to find a therapist. So far, we’ve already made over 4,000 matches, and I’m so excited to see it grow 🫶🏼

It’s free, it’s easy, and it’s my way of helping you find the right match for your healing. "
7.27284E+18,healinghumanity777,Logan Cohen,https://www.tiktok.com/@Logan Cohen,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-healinghum-20230829195835-7272836060579679534-eng-US,https://www.tiktok.com/@healinghumanity777/video/7272836060579679534,"Therapist, Coach, Speaker & Author
*ONLY Account*
Coaching, Courses & Books ⬇️",5 Signs You Are Leaving Survival Mode #survivalmode #healingjourney #healingtiktok #healingprocess 
7.26122E+18,healinghumanity777,Logan Cohen,https://www.tiktok.com/@Logan Cohen,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-healinghum-20230729123955-7261219273140391211-eng-US,https://www.tiktok.com/@healinghumanity777/video/7261219273140391211,"Therapist, Coach, Speaker & Author
*ONLY Account*
Coaching, Courses & Books ⬇️",Replying to @Lark strikes Lightning ⚡️ 7 Ways to Regulate Your Central Nervous System🧠❤️‍🩹 #nervoussystem #nervousystemhealing #nervoussystemregulation #healingjourney #healingtiktok 
7.10099E+18,risethriverepeat_therapy,Tristan | Therapist,https://www.tiktok.com/@Tristan | Therapist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-risethrive-20220523174743-7100989954196573483-eng-US,https://www.tiktok.com/@risethriverepeat_therapy/video/7100989954196573483,"❤️You Are Not Alone❤️
Licensed Resident In Counseling
TikTok 🚫 Therapy",Can you relate? #adhd #mentalhealthawareness #fypシ
6.94734E+18,risethriverepeat_therapy,Tristan | Therapist,https://www.tiktok.com/@Tristan | Therapist,,https://www.tiktok.com/@risethriverepeat_therapy/video/6947338675537677573,"❤️You Are Not Alone❤️
Licensed Resident In Counseling
TikTok 🚫 Therapy",Concept of birth order #fyp #therapy #therapist #mentalhealth #mentalhealthmatters #counselorsoftiktok #psychology ￼
7.49556E+18,mikemuellnermd,"Mike Muellner, MD","https://www.tiktok.com/@Mike Muellner, MD",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-mikemuelln-20250421003533-7495558479923531051-eng-US,https://www.tiktok.com/@mikemuellnermd/video/7495558479923531051,"•Internal Med Doctor 🏥 
•Learn about your body 🧠 
•Views are my own 👨🏻‍⚕️",Is disease ever your own fault?  Should doctors take into account a person’s lifestyle choices when deciding if treatment is justified?  #doctor #health #healthcare #healthmemes #RFK #fitness 
7.49357E+18,mikemuellnermd,"Mike Muellner, MD","https://www.tiktok.com/@Mike Muellner, MD",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-mikemuelln-20250415160130-7493570485675085102-eng-US,https://www.tiktok.com/@mikemuellnermd/video/7493570485675085102,"•Internal Med Doctor 🏥 
•Learn about your body 🧠 
•Views are my own 👨🏻‍⚕️",What’s wrong with this EKG?  #EKG #nurse #doctor #swimming #medstudent #nursingstudent #health #wellness 
7.19931E+18,jakegoodmanmd,Dr. Jake Goodman 👨🏻‍⚕️,https://www.tiktok.com/@Dr. Jake Goodman 👨🏻‍⚕️,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-jakegoodma-20230212163146-7199307887615806762-eng-US,https://www.tiktok.com/@jakegoodmanmd/video/7199307887615806762,join my mental health newsletter 🙂👇🏼,"Save / Share to Save a Life #doctor #mentalhealth #opioidepidemic | educational use only, not treatment advice"
7.27548E+18,jakegoodmanmd,Dr. Jake Goodman 👨🏻‍⚕️,https://www.tiktok.com/@Dr. Jake Goodman 👨🏻‍⚕️,,https://www.tiktok.com/@jakegoodmanmd/video/7275475277726207274,join my mental health newsletter 🙂👇🏼,"2015: Denied from Med School
2023: Living a life straight out of my dreams 

Thank you @UGA for believing in me"
7.438E+18,drjaleelmohammed,Dr Jaleel Mohammed,https://www.tiktok.com/@Dr Jaleel Mohammed,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjaleelmo-20241116220703-7438002093316754720-eng-US,https://www.tiktok.com/@drjaleelmohammed/video/7438002093316754720,"🧠 Consultant Psychiatrist
📍 London, UK","Avoidant Personality Disorder (AvPD) is a mental health condition characterised by pervasive social inhibition, feelings of inadequacy, and extreme sensitivity to criticism or rejection. Individuals with AvPD avoid social situations, relationships, and occupational opportunities that involve interpersonal interaction due to intense fear of embarrassment or disapproval. They often perceive themselves as socially inept, unappealing, or inferior, leading to chronic isolation and low self-esteem. AvPD typically develops from a combination of genetic predisposition, early childhood experiences (such as rejection or criticism), and psychological factors. 

#personality #personalitydisorder #avoidant #mentalhealth #psychiatry #psychiatrist "
7.43726E+18,drjaleelmohammed,Dr Jaleel Mohammed,https://www.tiktok.com/@Dr Jaleel Mohammed,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjaleelmo-20241114215930-7437257981479128352-eng-US,https://www.tiktok.com/@drjaleelmohammed/video/7437257981479128352,"🧠 Consultant Psychiatrist
📍 London, UK","“Multiple personality disorder,” now called dissociative identity disorder (DID), is a rare and complex mental health condition where a person has two or more distinct identity states, each with its own patterns of behaviour, thoughts, and memories. These identity states may alternate in controlling the person’s behavior, often without the individual’s awareness. One of the hallmark symptoms of DID is dissociative amnesia—gaps in memory for personal information, daily events, or even entire periods, usually linked to past traumatic experiences, often from childhood. People with DID may also experience depersonalisation (feeling disconnected from their own body or thoughts) and derealisation (feeling detached from the external world). These symptoms serve as protective mechanisms, helping the mind cope with overwhelming stress.

#multiplepersonalities #did #dissociativeidentitydisorder #mentalhealth #psychiatrist #psychiatry "
7.41754E+18,theperfecthealth,The perfect health,https://www.tiktok.com/@The perfect health,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theperfect-20240922182910-7417536274061430059-eng-US,https://www.tiktok.com/@theperfecthealth/video/7417536274061430059,,"Gary Brecka: Cold Water Massive Benefits!

#garybrecka "
7.4172E+18,theperfecthealth,The perfect health,https://www.tiktok.com/@The perfect health,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theperfect-20240921203333-7417197243544915243-eng-US,https://www.tiktok.com/@theperfecthealth/video/7417197243544915243,,"Gary Brecka: The Truth About Your Emotions!

#garybrecka "
7.44132E+18,drdonwood,"Dr. Don Wood, PhD","https://www.tiktok.com/@Dr. Don Wood, PhD",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drdonwood-20241125204322-7441320309573324078-eng-US,https://www.tiktok.com/@drdonwood/video/7441320309573324078,"Resolving trauma, anxiety & PTSD. 🧠",
7.41384E+18,drdonwood,"Dr. Don Wood, PhD","https://www.tiktok.com/@Dr. Don Wood, PhD",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drdonwood-20240912191146-7413836392402308395-eng-US,https://www.tiktok.com/@drdonwood/video/7413836392402308395,"Resolving trauma, anxiety & PTSD. 🧠",
7.46768E+18,strongtherapy,Jess (Licensed Therapist),https://www.tiktok.com/@Jess (Licensed Therapist),https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-strongther-20250204211511-7467675391067508011-eng-US,https://www.tiktok.com/@strongtherapy/video/7467675391067508011,"Licensed Therapist (LPC)
Founder/Owner of Mental Health centers in U.S.
Activist",This is the most vile and unconstitutional thing I may have ever heard. Time to get on the phone with your local congressperson and fight back. 
7.4777E+18,strongtherapy,Jess (Licensed Therapist),https://www.tiktok.com/@Jess (Licensed Therapist),https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-strongther-20250303211952-7477695910240062766-eng-US,https://www.tiktok.com/@strongtherapy/video/7477695910240062766,"Licensed Therapist (LPC)
Founder/Owner of Mental Health centers in U.S.
Activist",Replying to @🌈 Anette🇧🇻 the stock market is plummeting after Trump’s announcement of Mexican and Canadian tariffs. 
7.48728E+18,bitesized_therapy,Bite sized therapy,https://www.tiktok.com/@Bite sized therapy,,https://www.tiktok.com/@bitesized_therapy/video/7487276310532803886,"Brian Razzino, PhD,Clinical psychologist
Awakening the Five Champions link below",
7.48654E+18,bitesized_therapy,Bite sized therapy,https://www.tiktok.com/@Bite sized therapy,,https://www.tiktok.com/@bitesized_therapy/video/7486541210828475690,"Brian Razzino, PhD,Clinical psychologist
Awakening the Five Champions link below",
7.394E+18,theconsciouspsychologist,Sanam Naran | Psychologist,https://www.tiktok.com/@Sanam Naran | Psychologist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theconscio-20240721083016-7394003573572390149-eng-US,https://www.tiktok.com/@theconsciouspsychologist/video/7394003573572390149,"brown psychologist that just ""gets it"" | founder of conscious psychology 🇿🇦","Don’t get me started on how racist the Indian community can be towards other racial groups, but that’s not what I’m discussing in this video. 

#racism #racismawareness #southasian #southafrica #southafricatiktok🇿🇦 #indian #brown #desi #psychology #therapy #therapist "
7.33846E+18,theconsciouspsychologist,Sanam Naran | Psychologist,https://www.tiktok.com/@Sanam Naran | Psychologist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-theconscio-20240222155419-7338455241198734598-eng-US,https://www.tiktok.com/@theconsciouspsychologist/video/7338455241198734598,"brown psychologist that just ""gets it"" | founder of conscious psychology 🇿🇦","This was so fun to film 🥹

Not everyday is like this, we have bad days too 🤎
#consciouspsychology #consciouspsychologist #southafrica #psychologist #psychology #wellness #dayinmylife #southafricatiktok #southafricatiktok🇿🇦 #browntherapy "
